Day,Month,Year,Country,Location/Atoll,Protection Status,Duration of protection,Site,any other metadata,Depth,Family,Species,FID,Fish size,IP/TP (parrots),Group size,Pre-flight behaviour,post-flight,Observer,Structure (CI - average of site),Fishers,pop,km reef,fishers/km,pop/km,fishers/kmmpa,pop/kmmpa
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.2,Labridae,Cheilinus fasciatus,240,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.8,Labridae,Cheilinus fasciatus,320,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.5,Labridae,Cheilinus fasciatus,42,12,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.3,Labridae,Cheilinus fasciatus,306,16,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.9,Labridae,Cheilinus fasciatus,142,17,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.5,Labridae,Cheilinus fasciatus,110,11,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6,Labridae,Cheilinus fasciatus,160,14,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6,Labridae,Cheilinus fasciatus,140,22,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.6,Labridae,Cheilinus fasciatus,140,19,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.5,Labridae,Cheilinus fasciatus,200,17,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6,Labridae,Cheilinus fasciatus,220,24,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Labridae,Cheilinus fasciatus,250,19,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.6,Labridae,Cheilinus fasciatus,160,16,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6,Labridae,Cheilinus fasciatus,100,11,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.1,Labridae,Cheilinus fasciatus,220,14,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.1,Labridae,Cheilinus fasciatus,240,15,,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Lutjanidae,Lutjanus gibbus,370,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Lutjanidae,Lutjanus gibbus,370,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Lutjanidae,Lutjanus gibbus,370,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Lutjanidae,Lutjanus gibbus,370,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Lutjanidae,Lutjanus gibbus,370,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.8,Lutjanidae,Lutjanus gibbus,470,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.8,Lutjanidae,Lutjanus gibbus,470,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.1,Lutjanidae,Lutjanus gibbus,300,20,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.2,Scaridae,Chlorurus bleekeri,470,25,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.9,Scaridae,Chlorurus bleekeri,400,25,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.1,Scaridae,Chlorurus bleekeri,350,16,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.9,Scaridae,Chlorurus bleekeri,250,14,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.5,Scaridae,Chlorurus bleekeri,190,14,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Chlorurus bleekeri,160,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Chlorurus bleekeri,160,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1.2,Scaridae,Chlorurus bleekeri,230,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.1,Scaridae,Chlorurus bleekeri,350,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.8,Scaridae,Chlorurus bleekeri,260,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,0.6,Scaridae,Chlorurus bleekeri,300,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.7,Scaridae,Chlorurus bleekeri,380,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1.7,Scaridae,Chlorurus bleekeri,340,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,0.9,Scaridae,Chlorurus bleekeri,360,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Chlorurus bleekeri,160,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.4,Scaridae,Chlorurus bleekeri,370,17,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.6,Scaridae,Chlorurus bleekeri,370,17,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.4,Scaridae,Chlorurus bleekeri,300,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.1,Scaridae,Chlorurus bleekeri,340,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.1,Scaridae,Chlorurus bleekeri,340,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Chlorurus bleekeri,310,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.5,Scaridae,Chlorurus bleekeri,220,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.5,Scaridae,Chlorurus bleekeri,220,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.8,Scaridae,Chlorurus bleekeri,200,22,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.8,Scaridae,Chlorurus bleekeri,200,22,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.8,Scaridae,Chlorurus bleekeri,200,22,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,9,Scaridae,Chlorurus bleekeri,340,25,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,9.1,Scaridae,Chlorurus bleekeri,410,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.2,Scaridae,Chlorurus sordidus,180,13,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.8,Scaridae,Chlorurus sordidus,320,22,TP,,Schooling,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.4,Scaridae,Chlorurus sordidus,170,14,IP,,Schooling,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.4,Scaridae,Chlorurus sordidus,230,22,TP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.7,Scaridae,Chlorurus sordidus,190,12,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1.3,Scaridae,Chlorurus sordidus,310,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.4,Scaridae,Chlorurus sordidus,340,17,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.9,Scaridae,Scarus dimidiatus,320,25,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Scarus dimidiatus,280,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Scarus dimidiatus,280,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Scarus dimidiatus,280,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Scarus dimidiatus,240,20,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Scarus dimidiatus,270,16,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2,Scaridae,Scarus dimidiatus,330,16,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.4,Scaridae,Scarus dimidiatus,230,17,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.2,Scaridae,Scarus dimidiatus,290,13,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.3,Scaridae,Scarus dimidiatus,240,11,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.5,Scaridae,Scarus dimidiatus,330,17,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Scarus dimidiatus,300,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.1,Scaridae,Scarus dimidiatus,230,17,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.2,Scaridae,Scarus dimidiatus,360,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,8.4,Scaridae,Scarus dimidiatus,330,14,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.1,Scaridae,Scarus dimidiatus,340,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.5,Scaridae,Scarus dimidiatus,220,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.8,Scaridae,Scarus dimidiatus,380,15,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.1,Scaridae,Scarus dimidiatus,340,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.8,Scaridae,Scarus dimidiatus,310,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2,Scaridae,Scarus dimidiatus,230,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2,Scaridae,Scarus dimidiatus,230,12,IP,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.9,Scaridae,Scarus niger,130,17,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.4,Scaridae,Scarus niger,240,17,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.4,Scaridae,Scarus niger,330,17,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.1,Scaridae,Scarus niger,330,18,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Scarus niger,220,17,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.5,Scaridae,Scarus niger,330,18,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Scarus niger,340,15,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.6,Scaridae,Scarus niger,330,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.6,Scaridae,Scarus niger,330,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.8,Acanthuridae,Acanthurus nigricans,180,15,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4,Scaridae,Scarus niger,440,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.9,Scaridae,Scarus niger,410,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.9,Scaridae,Scarus niger,410,15,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2.4,Scaridae,Scarus niger,90,15,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.8,Scaridae,Scarus niger,230,19,TP,,Schooling,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.3,Scaridae,Scarus niger,110,14,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.7,Scaridae,Scarus oviceps,300,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Scaridae,Scarus oviceps,370,15,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.8,Acanthuridae,Acanthurus nigricans,180,15,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.4,Acanthuridae,Ctenochaetus striatus,200,13,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.4,Acanthuridae,Ctenochaetus striatus,200,13,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,200,13,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,200,13,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,200,13,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3,Scaridae,Scarus oviceps,270,15,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.8,Scaridae,Scarus oviceps,270,15,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.2,Scaridae,Scarus oviceps,300,15,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,150,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,120,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,120,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,6.8,Scaridae,Scarus oviceps,340,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.5,Scaridae,Scarus oviceps,320,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,10.1,Scaridae,Scarus oviceps,350,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.3,Scaridae,Scarus oviceps,330,20,ADULT,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.5,Scaridae,Scarus oviceps,220,19,TP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Scarus oviceps,200,18,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.5,Scaridae,Scarus oviceps,210,21,TP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,4.9,Scaridae,Scarus oviceps,90,15,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,120,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,120,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,2,Acanthuridae,Ctenochaetus striatus,210,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.8,Scaridae,Scarus oviceps,120,13,IP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
4,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,3.9,Scaridae,Scarus oviceps,240,23,TP,,,,FH,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1.6,Acanthuridae,Ctenochaetus striatus,140,10,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,140,10,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,1,Acanthuridae,Ctenochaetus striatus,120,10,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.4,Acanthuridae,Ctenochaetus striatus,250,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,7.3,Acanthuridae,Ctenochaetus striatus,160,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
1,5,2009,PNG,Ahus Island,Semi-protected,1,Ahus Tambu,,5.5,Acanthuridae,Ctenochaetus striatus,160,12,,,,,DF,1.9,299,692,9.7,30.82474227,71.34020619,34.17142857,79.08571429
